,result,eco,move_no,avg_rating
7703,1,300,53,1262
7704,1,100,59,1488
7705,-1,242,64,1744
7706,-1,300,76,1486
7707,1,242,83,1752
7708,-1,220,56,1471
7709,-1,101,68,1268
7710,-1,202,60,1641
7711,-1,43,36,1496
7712,1,244,17,1385
7713,-1,45,64,1348
7714,1,128,53,1381
7715,1,115,113,1778
7716,1,40,75,1355
7717,1,255,51,1512
7718,1,241,69,1524
7719,-1,0,138,1577
7720,-1,220,66,1381
7721,1,200,81,1506
7722,-1,220,74,1511
7723,-1,10,36,1490
7724,1,106,41,1648
7725,-1,1,46,1523
7726,1,320,107,1454
7727,1,101,53,1475
7728,1,234,35,1522
7729,1,245,131,1595
7730,-1,10,66,1665
7731,1,300,109,1359
7732,1,230,45,1426
7733,1,45,41,1517
7734,1,226,39,1251
7735,-1,220,108,1253
7736,-1,268,132,1433
7737,-1,121,118,1467
7738,1,300,45,1548
7739,1,20,63,1453
7740,1,0,69,1445
7741,1,301,117,1574
7742,-1,300,76,1717
7743,1,240,47,1477
7744,1,200,33,1448
7745,0,300,106,1448
7746,1,241,55,1501
7747,1,202,81,1534
7748,1,223,101,1620
7749,-1,265,14,1386
7750,1,242,77,1330
7751,-1,120,48,1506
7752,-1,106,46,1550
7753,-1,107,84,1487
7754,-1,246,70,1375
7755,-1,43,56,1534
7756,-1,236,62,1409
7757,1,40,65,1487
7758,-1,102,66,1798
7759,1,277,59,1368
7760,-1,107,68,1422
7761,1,120,81,1403
7762,-1,220,62,1603
7763,1,120,35,1288
7764,1,40,41,1218
7765,1,302,123,1728
7766,1,40,47,1612
7767,1,260,75,1310
7768,1,220,97,1619
7769,1,40,69,1283
7770,-1,224,28,1473
7771,-1,302,86,1518
7772,-1,121,50,1735
7773,-1,100,82,1308
7774,1,202,43,1417
7775,1,241,15,1246
7776,-1,300,32,1327
7777,1,202,51,1386
7778,1,107,63,1473
7779,1,53,85,1608
7780,1,300,127,1352
7781,1,120,69,1609
7782,-1,300,66,1490
7783,1,242,59,1680
7784,1,100,7,1314
7785,-1,262,144,1546
7786,1,216,43,1598
7787,-1,120,72,1620
7788,-1,220,46,1493
7789,-1,120,118,1751
7790,-1,43,78,1858
7791,1,101,87,1703
7792,-1,200,46,1600
7793,1,324,53,1353
7794,-1,200,70,1569
7795,-1,100,82,1377
7796,1,304,107,1662
7797,1,1,57,1544
7798,1,220,87,1240
7799,1,220,9,1431
7800,-1,220,120,1552
7801,1,35,69,1483
7802,1,248,59,1300
7803,-1,302,42,1797
7804,1,100,47,1561
7805,-1,120,38,1483
7806,-1,101,48,1611
7807,-1,120,48,1632
7808,1,1,43,1534
7809,-1,200,74,1486
7810,1,200,63,1433
7811,-1,101,48,1742
7812,-1,120,112,1494
7813,1,223,13,1333
7814,0,221,112,1432
7815,1,330,41,1403
7816,1,200,41,1708
7817,-1,106,56,1459
7818,1,220,53,1492
7819,1,241,67,1237
7820,1,0,47,1363
7821,1,300,51,1546
7822,-1,80,34,1560
7823,-1,101,82,1454
7824,-1,221,70,1306
7825,-1,241,76,1549
7826,-1,300,82,1408
7827,1,0,137,1404
7828,1,241,77,1612
7829,1,220,37,1248
7830,1,243,59,1455
7831,-1,40,36,1471
7832,-1,220,144,1444
7833,1,40,67,1534
7834,1,3,53,1350
7835,-1,200,72,1587
7836,1,243,135,1444
7837,-1,40,96,1350
7838,-1,245,82,1719
7839,-1,220,98,1378
7840,1,100,7,1338
7841,-1,2,34,1152
7842,-1,120,64,1564
7843,-1,246,70,1865
7844,1,100,7,1106
7845,-1,220,116,1188
7846,1,21,73,1588
7847,0,306,141,1792
7848,1,201,101,1492
7849,1,101,65,1356
7850,-1,200,116,1139
7851,1,241,111,1287
7852,-1,241,56,1527
7853,1,221,81,1250
7854,-1,121,108,1621
7855,0,302,103,1475
7856,1,101,91,1549
7857,-1,268,48,1521
7858,-1,120,44,1366
7859,-1,300,28,1289
7860,1,200,133,1658
7861,-1,200,78,1542
7862,-1,121,130,1556
7863,1,40,89,1827
7864,-1,120,46,1405
7865,0,200,121,1699
7866,0,200,124,1699
7867,-1,240,102,1144
7868,1,262,67,1404
7869,1,300,47,1289
7870,-1,320,128,1681
7871,-1,120,76,1737
7872,-1,46,92,1532
7873,-1,223,56,1425
7874,1,230,25,1689
7875,1,300,101,1347
7876,0,107,104,1838
7877,1,10,65,1480
7878,-1,222,98,1553
7879,-1,143,38,1984
7880,1,241,81,1491
7881,-1,244,40,1574
7882,1,241,95,1528
7883,-1,241,62,1468
7884,1,224,71,1471
7885,-1,241,66,1468
7886,1,21,97,1499
7887,1,220,77,1796
7888,-1,241,42,1430
7889,1,240,37,1476
7890,-1,0,34,1248
7891,1,245,43,1463
7892,1,0,55,1309
7893,1,100,129,1552
7894,1,240,39,1419
7895,-1,300,54,1529
7896,1,244,37,1475
7897,1,223,71,1503
7898,-1,21,74,1751
7899,-1,220,96,1538
7900,-1,200,22,1365
7901,-1,220,58,1419
7902,0,220,112,1552
7903,1,200,37,1449
7904,-1,244,38,1260
7905,-1,220,98,1468
7906,1,107,49,1564
7907,1,223,25,1630
7908,-1,120,70,1480
7909,-1,300,60,1623
7910,-1,43,86,1475
7911,1,100,59,1580
7912,-1,330,34,1558
7913,-1,110,42,1650
7914,1,41,55,1602
7915,-1,80,84,1408
7916,0,241,137,1579
7917,0,220,140,1562
7918,1,221,13,1760
7919,-1,45,64,1763
7920,0,154,97,1812
7921,1,40,43,1603
7922,-1,227,86,1639
7923,-1,241,64,1650
7924,1,244,67,1282
7925,-1,220,102,1415
7926,-1,220,58,1364
7927,-1,302,54,1387
7928,-1,222,100,1579
7929,-1,22,52,1628
7930,-1,101,98,1358
7931,-1,120,50,1726
7932,1,257,99,1517
7933,-1,130,26,1442
7934,1,220,43,1309
7935,1,200,105,1826
7936,1,241,49,1597
7937,-1,100,70,1500
7938,1,40,147,1208
7939,-1,220,22,1417
7940,-1,21,8,1547
7941,1,240,145,1479
7942,1,320,81,1505
7943,-1,265,84,1657
7944,1,220,91,1345
7945,-1,300,34,1372
7946,1,100,115,1373
7947,1,242,75,1406
7948,-1,130,110,1848
7949,1,262,141,1493
7950,1,3,39,1681
7951,-1,248,130,1450
7952,1,100,47,1504
7953,1,106,21,1698
7954,-1,226,58,1533
7955,1,220,23,1345
7956,1,200,143,1682
7957,-1,242,54,1346
7958,1,200,37,1578
7959,-1,15,62,1530
7960,-1,107,92,1784
7961,1,40,45,1673
7962,-1,244,26,1539
7963,-1,241,134,1395
7964,1,127,39,1522
7965,-1,300,86,1475
7966,-1,40,64,1240
7967,1,241,93,1617
7968,-1,20,104,1676
7969,1,40,43,1556
7970,1,300,67,1594
7971,-1,302,62,1682
7972,-1,300,108,1464
7973,1,400,43,1622
7974,-1,265,70,1599
7975,1,234,21,1303
7976,1,300,53,1515
7977,-1,101,28,1438
7978,1,241,17,1454
7979,1,40,103,1446
7980,1,230,51,1565
7981,0,300,113,1658
7982,-1,301,62,1374
7983,1,201,117,1688
7984,1,220,103,1320
7985,1,242,35,1385
7986,-1,49,130,1860
7987,-1,40,70,1374
7988,-1,106,44,1217
7989,1,230,27,1567
7990,1,112,109,1468
7991,1,261,61,1659
7992,-1,21,48,1766
7993,-1,45,70,1714
7994,-1,0,150,1215
7995,1,265,27,1493
7996,-1,226,44,1429
7997,1,0,57,1318
7998,-1,220,58,1381
7999,1,300,79,1319
8000,1,100,53,1383
8001,1,241,97,1697
8002,1,240,57,1377
8003,-1,130,54,1674
8004,1,129,91,1202
8005,1,242,117,1380
8006,-1,221,144,1403
8007,-1,240,16,1401
8008,-1,246,76,1626
8009,-1,300,52,1633
8010,-1,200,46,1446
8011,-1,260,84,1218
8012,1,0,67,1449
8013,1,230,47,1355
8014,-1,40,34,1325
8015,1,223,13,1224
8016,1,237,57,1289
8017,-1,320,56,1483
8018,-1,306,46,1463
8019,-1,250,60,1480
8020,1,230,87,1636
8021,-1,340,56,1731
8022,1,226,111,1397
8023,-1,120,48,1470
8024,-1,101,62,1743
8025,-1,220,28,1395
8026,-1,344,56,1418
8027,1,241,95,1744
8028,1,106,99,1692
8029,1,265,51,1371
8030,-1,0,78,1390
8031,-1,250,42,1517
8032,-1,120,54,1618
8033,-1,420,142,1559
8034,1,200,15,1385
8035,-1,20,72,1410
8036,-1,220,14,1297
8037,-1,202,72,1451
8038,1,234,73,1797
8039,-1,222,44,1523
8040,-1,0,90,1585
8041,1,240,75,1437
8042,1,255,21,1525
8043,1,220,49,1207
8044,-1,202,38,1473
8045,1,250,59,1667
8046,1,262,71,1646
8047,-1,227,78,1289
8048,1,255,45,1654
8049,-1,0,22,1499
8050,-1,120,92,1660
8051,1,100,9,1499
8052,1,0,21,1494
8053,-1,0,8,1499
8054,-1,302,76,1408
8055,-1,133,76,1833
8056,-1,330,60,1609
8057,-1,300,88,1458
8058,1,100,23,1432
8059,1,101,55,1612
8060,1,1,53,1356
8061,1,245,35,1577
8062,-1,220,48,1352
8063,-1,300,44,1521
8064,1,306,87,1424
8065,-1,220,44,1390
8066,-1,220,98,1441
8067,0,0,136,1470
8068,-1,0,96,1347
8069,1,400,95,1605
8070,1,6,71,1245
8071,-1,43,88,1639
8072,1,101,67,1509
8073,1,250,111,1416
8074,1,40,45,1500
8075,-1,241,50,1574
8076,-1,241,28,1547
8077,1,40,77,1574
8078,1,40,39,1246
8079,1,172,51,1512
8080,0,101,112,1120
8081,1,221,127,1620
8082,1,102,33,1297
8083,-1,240,56,1273
8084,1,306,113,1453
8085,1,242,89,1075
8086,1,223,55,1572
8087,-1,223,82,1825
8088,1,241,91,1825
8089,-1,0,54,1474
8090,1,220,13,1241
8091,1,200,103,1362
8092,1,200,29,1463
8093,-1,245,88,1409
8094,1,101,103,1554
8095,1,221,25,1570
8096,0,242,85,1194
8097,-1,101,22,1307
8098,1,255,55,1674
8099,0,241,132,1817
8100,-1,200,58,1410
8101,-1,305,70,1439
8102,-1,300,54,1395
8103,1,0,59,1465
8104,-1,120,78,1468
8105,-1,260,64,1509
8106,1,200,89,1691
8107,1,242,129,1503
8108,-1,101,128,1355
8109,1,129,41,1542
8110,1,101,63,1382
8111,1,120,107,1623
8112,-1,200,76,1458
8113,1,121,63,1423
8114,-1,110,78,1439
8115,1,250,87,1695
8116,1,300,103,1656
8117,-1,301,104,1410
8118,1,100,87,1301
8119,-1,220,70,1509
8120,-1,268,36,1567
8121,1,250,49,1626
8122,1,200,79,1578
8123,1,242,49,1553
8124,-1,242,38,1556
8125,-1,340,58,1579
8126,1,237,89,1638
8127,1,0,91,1443
8128,-1,300,70,1321
8129,1,255,51,1607
8130,1,245,127,1201
8131,1,250,69,1607
8132,1,100,25,1399
8133,1,230,31,1442
8134,1,306,95,1644
8135,1,100,31,1502
8136,1,100,127,1401
8137,1,108,55,1886
8138,-1,302,104,1502
8139,1,234,51,1315
8140,-1,223,44,1535
8141,1,107,51,1534
8142,1,225,65,1391
8143,1,241,23,1645
8144,1,101,79,1560
8145,1,240,61,1665
8146,1,244,17,1349
8147,1,245,51,1627
8148,1,300,27,1328
8149,1,302,63,1416
8150,1,100,53,1625
8151,1,223,115,1213
8152,-1,224,52,1418
8153,1,220,49,1213
8154,1,246,21,1363
8155,-1,250,18,1513
8156,-1,224,68,1504
8157,1,220,47,1476
8158,-1,45,46,1565
8159,-1,270,128,1394
8160,-1,121,78,1455
8161,-1,200,48,1521
8162,-1,40,80,1416
8163,1,254,53,1544
8164,-1,120,46,1195
8165,-1,220,68,1610
8166,1,101,91,1466
8167,-1,130,98,1736
8168,-1,224,94,1456
8169,1,240,61,1250
8170,1,244,43,1363
8171,1,101,47,1411
8172,-1,243,90,1471
8173,-1,221,68,1677
8174,1,300,63,1411
8175,1,300,33,1483
8176,-1,110,36,1569
8177,1,100,95,1696
8178,-1,221,54,1483
8179,1,6,75,1206
8180,-1,100,84,1236
8181,-1,300,120,1392
8182,1,262,29,1606
8183,-1,130,42,1421
8184,1,242,55,1460
8185,1,231,25,1559
8186,1,223,17,1362
8187,-1,300,48,1360
8188,1,120,33,1484
8189,-1,100,94,1630
8190,-1,101,48,1205
8191,-1,255,94,1601
8192,-1,244,52,1394
8193,-1,300,48,1358
8194,-1,120,48,1354
8195,-1,100,44,1500
8196,-1,300,48,1575
8197,1,244,15,1675
8198,1,260,29,1528
8199,-1,140,138,1285
8200,-1,250,66,1628
8201,-1,222,92,1567
8202,1,234,41,1289
8203,1,241,27,1575
8204,-1,40,66,1300
8205,-1,100,88,1307
8206,-1,0,58,1439
8207,1,255,41,1592
8208,1,250,31,1467
8209,-1,268,42,1316
8210,-1,246,36,1332
8211,-1,200,114,1501
8212,1,41,95,1363
8213,-1,245,54,1628
8214,1,250,23,1443
8215,-1,43,74,1599
8216,1,250,81,1721
8217,1,244,29,1427
8218,1,320,19,1465
8219,1,101,47,1407
8220,-1,311,56,1674
8221,-1,245,58,1507
8222,-1,241,108,1367
8223,1,250,25,1679
8224,-1,302,58,1643
8225,-1,125,50,1477
8226,1,250,63,1628
8227,1,101,41,1328
8228,-1,200,52,1447
8229,1,200,109,1680
8230,-1,262,88,1554
8231,1,241,43,1540
8232,-1,300,78,1314
8233,-1,143,40,1497
8234,-1,300,78,1512
8235,-1,6,82,1265
8236,1,260,39,1636
8237,1,220,105,1641
8238,-1,223,124,1473
8239,1,200,79,1643
8240,1,40,123,1359
8241,-1,300,60,1493
8242,1,246,81,1409
8243,-1,242,108,1566
8244,1,250,71,1305
8245,-1,250,98,1615
8246,1,100,61,1496
8247,1,100,111,1432
8248,-1,302,60,1419
8249,-1,106,60,1391
8250,1,241,47,1573
8251,-1,220,66,1453
8252,-1,223,76,1577
8253,-1,300,82,1286
8254,0,302,116,1787
8255,-1,0,42,1449
8256,1,242,57,1506
8257,1,412,73,1516
8258,1,241,37,1511
8259,-1,200,112,1577
8260,-1,200,100,1366
8261,1,100,23,1477
8262,-1,41,54,1295
8263,1,260,51,1520
8264,-1,4,62,1452
8265,-1,150,128,1712
8266,1,120,47,1577
8267,1,0,95,1565
8268,1,0,63,1282
8269,1,240,111,1521
8270,-1,110,128,1609
8271,1,240,59,1579
8272,-1,250,60,1446
8273,-1,248,32,1313
8274,1,112,43,1813
8275,-1,0,76,1324
8276,-1,225,40,1313
8277,-1,220,44,1467
8278,-1,102,26,1638
8279,1,260,59,1293
8280,0,241,103,1569
8281,-1,101,70,1427
8282,1,241,65,1559
8283,1,100,45,1554
8284,1,302,111,1570
8285,1,241,79,1567
8286,1,132,61,1567
8287,-1,260,86,1394
8288,-1,201,128,1589
8289,1,300,145,1281
8290,1,43,65,1702
8291,-1,200,110,1563
8292,1,302,79,1565
8293,1,245,73,1624
8294,1,255,47,1699
8295,1,220,45,1446
8296,-1,242,32,1301
8297,-1,302,68,1600
8298,1,224,53,1456
8299,-1,268,42,1434
8300,-1,241,58,1700
8301,1,231,19,1518
8302,-1,40,36,1369
8303,-1,132,102,1524
8304,1,250,35,1433
8305,-1,245,22,1619
8306,1,261,37,1598
8307,-1,330,110,1656
8308,-1,220,40,1432
8309,1,40,107,1412
8310,-1,246,58,1455
8311,-1,224,120,1364
8312,-1,200,112,1596
8313,1,40,77,1331
8314,1,302,105,1793
8315,-1,100,126,1456
8316,-1,245,80,1524
8317,1,132,51,1427
8318,1,220,41,1398
8319,-1,0,104,1758
8320,-1,241,64,1365
8321,-1,120,80,1583
8322,0,241,98,1519
8323,-1,220,98,1416
8324,-1,122,86,1368
8325,1,240,71,1463
8326,-1,223,114,1412
8327,-1,220,42,1572
8328,1,223,13,1572
8329,0,220,149,1581
8330,-1,220,148,1676
8331,1,223,27,1421
8332,1,16,49,1632
8333,1,224,93,1488
8334,-1,200,56,1385
8335,1,265,59,1496
8336,-1,100,46,1433
8337,-1,268,74,1825
8338,1,224,65,1571
8339,-1,0,88,1391
8340,1,241,39,1500
8341,-1,224,58,1407
8342,1,40,73,1677
8343,-1,245,42,1408
8344,-1,241,94,1357
8345,-1,200,90,1622
8346,0,130,135,1355
8347,1,242,51,1503
8348,-1,120,64,1330
8349,-1,244,94,1596
8350,1,200,111,1514
8351,1,0,87,1163
8352,1,220,33,1472
8353,1,121,63,1481
8354,1,241,57,1417
8355,1,200,45,1539
8356,-1,250,84,1378
8357,1,224,93,1705
8358,-1,300,48,1181
8359,-1,300,134,1476
8360,1,242,11,1423
8361,1,257,39,1612
8362,-1,43,44,1197
8363,-1,0,72,1373
8364,1,43,85,1310
8365,1,320,47,1343
8366,-1,0,106,1571
8367,-1,320,42,1389
8368,1,250,31,1635
8369,-1,300,64,1251
8370,-1,306,62,1467
8371,-1,241,50,1349
8372,-1,103,88,1465
8373,-1,223,92,1645
8374,1,241,43,1358
8375,1,241,19,1528
8376,-1,226,24,1464
8377,1,226,33,1465
8378,-1,221,42,1391
8379,-1,0,134,1470
8380,-1,241,148,1491
8381,-1,250,42,1371
8382,-1,262,84,1541
8383,-1,102,112,1182
8384,1,241,123,1466
8385,1,300,75,1528
8386,-1,257,44,1306
8387,-1,106,72,1642
8388,1,101,67,1587
8389,-1,0,90,1424
8390,1,250,91,1311
8391,-1,300,50,1336
8392,-1,221,70,1388
8393,1,122,65,1653
8394,1,300,27,1384
8395,-1,311,66,1557
8396,1,0,61,1499
8397,-1,120,38,1458
8398,1,6,121,1474
8399,1,220,47,1503
8400,-1,130,66,1652
8401,1,224,63,1475
8402,-1,122,52,1442
8403,-1,241,72,1260
8404,-1,241,52,1467
8405,1,230,35,1471
8406,1,0,81,1452
8407,1,226,53,1427
8408,1,0,31,1289
8409,1,230,91,1222
8410,-1,200,78,1228
8411,0,244,116,1586
8412,0,244,117,1586
8413,0,244,118,1586
8414,0,244,119,1586
8415,0,244,120,1586
8416,0,244,121,1586
8417,0,244,122,1586
8418,0,244,123,1586
8419,0,244,124,1586
8420,0,244,125,1586
8421,0,244,126,1586
8422,0,244,127,1586
8423,0,244,128,1586
8424,-1,0,72,1291
8425,-1,228,74,1480
8426,1,11,67,1615
8427,1,40,57,1572
8428,1,200,21,1395
8429,-1,122,88,1606
8430,-1,0,76,1493
8431,1,15,51,1968
8432,1,234,145,1734
8433,1,102,101,1537
8434,-1,220,104,1620
8435,1,1,87,1493
8436,-1,220,102,1320
8437,1,40,73,1369
8438,-1,220,126,1724
8439,1,54,51,1280
8440,1,241,41,1414
8441,1,106,141,1583
8442,1,241,87,1442
8443,1,0,43,1336
8444,-1,21,30,1398
8445,1,302,133,1697
8446,1,106,129,1579
8447,-1,302,66,1738
8448,1,101,51,1412
8449,1,223,79,1408
8450,1,257,15,1464
8451,-1,242,60,1538
8452,-1,246,98,1453
8453,1,200,31,1487
8454,1,10,57,1684
8455,1,320,143,1445
8456,-1,401,46,1623
8457,-1,120,56,1319
8458,1,101,105,1606
8459,-1,222,32,1502
8460,-1,288,66,1741
8461,1,331,117,1463
8462,1,120,85,1583
8463,-1,0,66,1479
8464,-1,107,50,1737
8465,1,302,31,1801
8466,1,40,47,1472
8467,-1,220,140,1374
8468,1,255,29,1457
8469,1,132,53,1817
8470,1,230,125,1651
8471,1,240,49,1374
8472,1,22,87,1799
8473,1,220,55,1364
8474,-1,0,32,1534
8475,-1,306,102,1797
8476,0,241,94,1317
8477,-1,201,60,1349
8478,-1,250,28,1405
8479,-1,340,64,1520
8480,-1,220,48,1529
8481,1,324,27,1404
8482,1,48,99,1653
8483,1,420,121,1549
8484,-1,220,32,1304
8485,-1,120,116,1784
8486,-1,110,120,1436
8487,-1,246,148,1400
8488,-1,331,46,1524
8489,-1,0,30,1425
8490,1,4,13,1436
8491,-1,40,16,1591
8492,1,241,49,1571
8493,-1,320,114,1763
8494,-1,305,76,1416
8495,-1,244,90,1528
8496,1,241,109,1925
8497,-1,200,26,1410
8498,-1,300,58,1374
8499,-1,120,42,1246
8500,-1,221,34,1414
8501,1,221,25,1537
8502,-1,200,68,1290
8503,-1,140,98,1735
8504,-1,306,42,1754
8505,1,241,83,1340
8506,1,100,33,1383
8507,-1,320,82,1334
8508,1,245,107,1441
8509,1,15,63,1640
8510,1,0,57,1482
8511,-1,224,122,1370
8512,1,120,21,1293
8513,1,300,123,1462
8514,1,221,65,1358
8515,-1,220,64,1324
8516,-1,4,70,1527
8517,-1,0,52,1415
8518,-1,300,84,1526
8519,-1,201,44,1373
8520,-1,101,58,1384
8521,1,22,49,1671
8522,-1,244,62,1688
8523,1,100,49,1434
8524,-1,6,42,1285
8525,-1,41,108,1652
8526,1,101,129,1281
8527,-1,125,46,1512
8528,1,3,59,1512
8529,-1,220,28,1571
8530,1,120,49,1518
8531,1,240,43,1466
8532,1,223,39,1337
8533,-1,0,124,1594
8534,-1,224,60,1622
8535,-1,20,72,1497
8536,1,223,57,1519
8537,1,227,55,1229
8538,-1,301,82,1761
8539,-1,200,60,1505
8540,1,264,41,1638
8541,1,246,31,1352
8542,-1,265,82,1682
8543,1,223,131,1558
8544,1,240,79,1449
8545,1,101,115,1527
8546,1,45,65,1832
8547,-1,0,70,1431
8548,1,241,113,1522
8549,0,244,146,1651
8550,-1,121,76,1571
8551,-1,100,100,1461
8552,1,237,33,1572
8553,-1,0,22,1333
8554,1,120,51,1436
8555,0,302,107,1773
8556,-1,120,64,1450
8557,-1,123,54,1351
8558,-1,107,34,1248
8559,-1,226,36,1639
8560,1,49,43,1412
8561,-1,245,44,1502
8562,1,242,53,1591
8563,1,107,45,1568
8564,-1,220,26,1301
8565,1,237,25,1567
8566,-1,300,116,1438
8567,1,257,15,1396
8568,0,100,128,1453
8569,1,20,23,1453
8570,-1,245,122,1380
8571,-1,301,80,1623
8572,-1,110,68,1408
8573,-1,300,54,1473
8574,1,223,121,1447
8575,1,255,103,1605
8576,-1,127,86,1378
8577,-1,100,110,1538
8578,-1,40,60,1692
8579,-1,40,82,1359
8580,1,101,89,1509
8581,1,221,23,1450
8582,1,220,65,1514
8583,1,100,35,1556
8584,-1,56,14,1653
8585,1,240,47,1605
8586,-1,200,110,1318
8587,1,40,129,1502
8588,-1,245,40,1682
8589,-1,100,32,1662
8590,1,226,75,1261
8591,1,250,39,1615
8592,-1,21,52,1609
8593,1,220,63,1355
8594,-1,250,48,1718
8595,-1,10,116,1505
8596,1,6,57,1528
8597,-1,300,102,1551
8598,-1,40,64,1499
8599,-1,100,38,1381
8600,-1,255,72,1489
8601,-1,120,86,1777
8602,1,241,141,1576
8603,1,200,43,1525
8604,1,28,81,1465
8605,1,220,45,1500
8606,-1,302,110,1588
8607,-1,107,96,1450
8608,-1,250,52,1395
8609,1,246,113,1522
8610,1,220,41,1527
8611,0,255,126,1671
8612,1,100,81,1562
8613,1,260,81,1747
8614,1,200,31,1422
8615,1,106,35,1553
8616,-1,330,72,1519
8617,1,220,53,1502
8618,1,40,87,1372
8619,1,250,85,1383
8620,-1,13,60,1381
8621,0,10,105,1386
8622,-1,300,54,1498
8623,-1,220,50,1500
8624,1,220,77,1517
8625,0,223,145,1604
8626,-1,120,46,1313
8627,1,300,93,1472
8628,-1,101,98,1516
8629,-1,100,36,1562
8630,1,101,65,1712
8631,1,255,21,1411
8632,1,120,43,1471
8633,0,18,98,1894
8634,1,6,31,1424
8635,0,220,131,1729
8636,-1,80,66,1419
8637,1,307,51,1280
8638,-1,223,56,1517
8639,0,220,74,1544
8640,1,101,59,1534
8641,-1,154,72,1712
8642,-1,244,36,1443
8643,1,220,53,1520
8644,-1,220,60,1773
8645,-1,301,68,1232
8646,-1,222,106,1515
8647,-1,237,52,1475
8648,0,220,98,1418
8649,1,221,29,1593
8650,1,302,69,1343
8651,-1,220,40,1425
8652,-1,224,36,1597
8653,1,220,63,1327
8654,-1,130,46,1681
8655,-1,220,120,1669
8656,1,250,63,1609
8657,1,310,135,1591
8658,-1,120,112,1543
8659,-1,310,64,1791
8660,1,234,75,1555
8661,1,101,79,1449
8662,-1,223,130,1414
8663,-1,244,48,1777
8664,1,240,57,1446
8665,1,241,111,1340
8666,-1,222,44,1695
8667,1,241,75,1714
8668,-1,242,76,1488
8669,1,110,79,1856
8670,0,223,126,1519
8671,-1,100,78,1439
8672,1,110,121,1547
8673,-1,302,78,1461
8674,-1,45,113,1575
8675,1,241,81,1209
8676,-1,222,48,1328
8677,0,241,96,1686
8678,-1,40,72,1197
8679,1,255,21,1571
8680,1,306,111,1696
8681,1,320,49,1612
8682,1,234,51,1487
8683,1,223,7,1386
8684,1,220,93,1508
8685,1,241,65,1366
8686,1,120,119,1507
8687,1,22,79,1560
8688,-1,223,130,1573
8689,1,265,67,1526
8690,-1,240,32,1296
8691,0,260,120,1369
8692,1,223,9,1488
8693,-1,120,110,1552
8694,1,240,107,1480
8695,-1,300,80,1468
8696,-1,107,54,1515
8697,1,230,33,1478
8698,0,100,121,1597
8699,-1,20,60,1319
8700,1,100,87,1536
8701,1,220,15,1211
8702,1,240,83,1274
8703,1,221,67,1211
8704,1,242,63,1492
8705,-1,120,112,1480
8706,-1,224,42,1655
8707,1,246,57,1525
8708,1,257,45,1565
8709,-1,228,122,1462
8710,1,120,7,1260
8711,-1,40,66,1478
8712,1,101,35,1377
8713,-1,241,50,1505
8714,1,223,61,1636
8715,1,110,43,1874
8716,-1,241,86,1491
8717,-1,40,142,1472
8718,1,300,133,1469
8719,1,110,59,1863
8720,1,240,147,1558
8721,-1,200,64,1519
8722,-1,241,62,1611
8723,1,300,71,1423
8724,1,221,15,1569
8725,-1,6,110,1368
8726,1,241,107,1578
8727,1,223,117,1631
8728,1,220,29,1390
8729,1,320,59,1544
8730,1,240,61,1459
8731,1,0,51,1456
8732,1,127,57,1504
8733,1,223,47,1521
8734,1,100,69,1437
8735,1,127,79,1305
8736,1,242,89,1265
8737,-1,0,78,1567
8738,-1,200,22,1483
8739,1,242,55,1454
8740,1,339,137,1699
8741,1,224,41,1489
8742,-1,220,70,1652
8743,-1,241,134,1326
8744,-1,241,78,1440
8745,1,255,19,1537
8746,1,321,111,1533
8747,1,221,35,1620
8748,1,261,19,1286
8749,-1,0,92,1688
8750,1,100,53,1474
8751,-1,300,88,1483
8752,1,255,57,1773
8753,1,240,63,1553
8754,-1,200,56,1445
8755,1,304,59,1552
8756,-1,320,24,1450
8757,1,240,87,1326
8758,1,120,73,1419
8759,-1,0,54,1337
8760,1,330,97,1527
8761,-1,302,62,1560
8762,1,101,59,1517
8763,1,241,37,1634
8764,1,331,67,1577
8765,1,255,53,1785
8766,1,300,51,1402
8767,1,249,41,1555
8768,-1,100,64,1336
8769,-1,101,38,1769
8770,1,311,133,1480
8771,1,221,47,1530
8772,-1,0,64,1305
8773,-1,220,66,1192
8774,-1,244,34,1284
8775,1,120,127,1628
8776,1,234,39,1796
8777,-1,112,66,1280
8778,-1,200,72,1303
8779,1,223,91,1562
8780,-1,3,48,1546
8781,-1,100,86,1486
8782,-1,220,26,1459
8783,-1,101,134,1440
8784,1,236,29,1450
8785,1,200,111,1532
8786,1,226,71,1682
8787,-1,121,34,1465
8788,-1,320,66,1472
8789,-1,243,54,1328
8790,1,221,75,1432
8791,1,230,71,1477
8792,1,262,57,1632
8793,1,241,53,1443
8794,1,106,77,1308
8795,1,245,65,1550
8796,-1,121,50,1690
8797,-1,106,124,1339
8798,-1,223,58,1427
8799,-1,0,66,1533
8800,-1,300,66,1308
8801,1,100,97,1609
8802,1,221,11,1229
8803,1,241,47,1242
8804,1,101,39,1376
8805,-1,244,120,1697
8806,-1,250,120,1609
8807,1,300,51,1352
8808,1,107,61,1249
8809,-1,0,130,1330
8810,-1,202,36,1386
8811,-1,110,148,1504
8812,1,241,35,1448
8813,-1,302,104,1368
8814,-1,110,134,1660
8815,1,250,67,1784
8816,1,340,55,1701
8817,1,224,57,1540
8818,1,101,47,1362
8819,1,331,81,1456
8820,0,121,130,1409
8821,1,221,33,1595
8822,1,200,53,1427
8823,1,241,61,1422
8824,1,101,105,1359
